"TermDesc","Department","CRN","Subject","Course","Section","Title","CurrentEnrollment","Capacity","CrosslistID","CrosslistEnrollment","WaitlistEnrollment","WaitlistCapacity","ScheduleMethod","Days","BeginTime","EndTime","Bldg","Room","Center","StartDate","EndDate","Instructor"
"Spring 2026",Astronomy,35996,ASTR,"  1",341,"Cosmic Evolution",20,49,,,0,0,Lec,W,1510,1825,CHNB,1302,"Chinatown/North Beach",1/26/2026,5/20/2026,Pevyhouse
"Spring 2026",Astronomy,30552,ASTR,"  1",831,"Cosmic Evolution",37,49,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/9/2026,5/20/2026,Weil
"Spring 2026",Astronomy,33364,ASTR,"  1",832,"Cosmic Evolution",36,49,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/9/2026,5/20/2026,Weil
"Spring 2026",Astronomy,36236,ASTR,"  1",861,"Cosmic Evolution",27,49,,,0,0,Hyb,"TBA; W; M","TBA; 1910; 1910","TBA; 2100; 2130","TBA; HBB; HBB","380; 380",Ocean,1/9/2026,5/20/2026,"Bryja; Staff; Staff"
"Spring 2026",Astronomy,36235,ASTR,"  1",862,"Cosmic Evolution",27,49,,,0,0,Hyb,"TBA; R; T","TBA; 1510; 1510","TBA; 1700; 1730","TBA; HBB; HBB","398; 398",Ocean,1/9/2026,5/20/2026,"Bryja; Staff; Staff"
"Spring 2026",Astronomy,31369,ASTR,"  4",931,"Life in the Universe",34,49,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,2/23/2026,5/20/2026,Kao
"Spring 2026",Astronomy,31370,ASTR,"  4",932,"Life in the Universe",36,49,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,2/23/2026,5/20/2026,Kao
"Spring 2026",Astronomy,31366,ASTR," 16",931,"Observational Astronomy",24,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,2/23/2026,5/20/2026,Kao
"Spring 2026",Astronomy,35285,ASTR," 16",932,"Observational Astronomy",21,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,2/23/2026,5/20/2026,Kao
"Spring 2026",Astronomy,31367,ASTR," 17",931,Planets,27,49,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Weil
"Spring 2026",Astronomy,34760,ASTR," 18",961,Stars,30,59,,,0,0,Hyb,"TBA; S; S","TBA; 0940; 0910","TBA; 1130; 1130","TBA; HBB; HBB","398; 398",Ocean,1/26/2026,5/20/2026,"Bryja; Staff; Staff"
"Spring 2026",Astronomy,32164,ASTR," 19",931,"Galaxies and the Universe",40,49,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Weil
"Spring 2026",Astronomy,31809,ASTR," 19",932,"Galaxies and the Universe",43,49,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Weil
"Spring 2026",Auto/Moto/Construction,33740,AUTO," 50",001,"Intro Automotive Mechanics",19,26,,,0,0,L/L,"TR; TR","1610; 1710","1700; 1900","EVANS; EVANS","103; 103",Evans,1/9/2026,5/20/2026,"Barone; Barone"
"Spring 2026",Auto/Moto/Construction,33288,AUTO," 50",321,"Intro Automotive Mechanics",27,23,,,0,0,L/L,"MW; MW","1310; 1410","1400; 1600","EVANS; EVANS","103; 103",Evans,1/9/2026,5/20/2026,"Rothman; Rothman"
"Spring 2026",Auto/Moto/Construction,34332,AUTO," 56",001,"Intro to Hybrids and EVs",30,22,,,0,0,L/L,"TR; TR","1310; 1440","1425; 1555","EVANS; EVANS","103; 103",Evans,1/9/2026,5/20/2026,"Rothman; Rothman"
"Spring 2026",Auto/Moto/Construction,35864,AUTO," 59",001,"Suspension and Tires",26,26,,,0,0,L/L,"MW; MW","1610; 1740","1725; 1855","EVANS; EVANS","103; 103",Evans,1/9/2026,5/20/2026,"Barone; Barone"
"Spring 2026",Auto/Moto/Construction,36397,AUTO," 65",001,"Custom Metal Fabrication",35,27,,,0,0,L/L,"TR; TR","0910; 1010","1000; 1200","EVANS; EVANS","114; 114",Evans,1/9/2026,5/20/2026,"Brady; Staff"
"Spring 2026",Auto/Moto/Construction,34330,AUTO,200,001,"Auto Body Dent/Damage Repair",23,25,,,0,0,L/L,"TR; TR","1310; 1410","1400; 1600","EVANS; EVANS","114; 114",Evans,1/9/2026,5/20/2026,"Brady; Brady"
"Spring 2026",Auto/Moto/Construction,36396,AUTO,207,001,"Custom Painting",33,28,,,0,0,L/L,"TR; TR","1810; 1910","1900; 2100","EVANS; EVANS","114; 114",Evans,1/9/2026,5/20/2026,"Brady; Staff"
"Spring 2026",Auto/Moto/Construction,34897,CNST," 69",001,"Construction Safety",20,26,,,0,0,Lec,M,0810,1225,EVANS,255,Evans,1/9/2026,2/22/2026,Maximo
"Spring 2026",Auto/Moto/Construction,34333,CNST,100,322,"Intro to Construction",23,28,,,0,0,L/L,"TR; TR","0910; 1010","1000; 1200","EVANS; EVANS","255; 255",Evans,1/9/2026,5/20/2026,"Maximo; Maximo"
"Spring 2026",Auto/Moto/Construction,35059,CNST,100,H01,"Intro to Construction",23,30,,,0,0,L/L,"T; WR","1235; 1235","1425; 1425","JCH*; JCH*",,"Other Sites",1/9/2026,5/20/2026,"Staff; Wood"
"Spring 2026",Auto/Moto/Construction,34895,CNST,107,001,"Blueprint Reading",21,28,,,0,0,L/L,"TR; TR","1710; 1810","1800; 2000","EVANS; EVANS","255; 255",Evans,1/9/2026,5/20/2026,"Maximo; Maximo"
"Spring 2026",Auto/Moto/Construction,34896,CNST,111,001,"Carpentry-Rough Framing",25,28,,,0,0,L/L,"TR; TR","1210; 1310","1300; 1500","EVANS; EVANS","255; 255",Evans,1/9/2026,5/20/2026,"Maximo; Maximo"
"Spring 2026",Auto/Moto/Construction,34980,CNST,114,001,"Custom Cabinetmaking",21,28,,,0,0,L/L,"TR; TR","1810; 1910","1900; 2100","EVANS; EVANS","257; 257",Evans,1/9/2026,5/20/2026,"Cash; Cash"
"Spring 2026",Auto/Moto/Construction,35447,CNST,116,002,"Furniture Making & Woodworking",18,25,,,0,0,L/L,"MW; MW","1810; 1910","1900; 2100","EVANS; EVANS","257; 257",Evans,1/9/2026,5/20/2026,"Cash; Cash"
"Spring 2026",Auto/Moto/Construction,35953,CNST,116,003,"Furniture Making & Woodworking",18,26,,,0,0,L/L,"MW; MW","1410; 1510","1500; 1700","EVANS; EVANS","257; 257",Evans,1/9/2026,5/20/2026,"Cash; Cash"
"Spring 2026",Auto/Moto/Construction,30947,MOTO," 90",322,"Motorcycle Technology Intro",22,28,,,0,0,L/L,"MW; MW; MW; MW","1810; 1810; 1940; 1940","1925; 1925; 2055; 2055","EVANS; EVANS; EVANS; EVANS","115; 115; 115; 115",Evans,1/9/2026,5/20/2026,"Saunders; Simon; Saunders; Simon"
"Spring 2026",Auto/Moto/Construction,35448,MOTO," 90",323,"Motorcycle Technology Intro",7,28,,,0,0,L/L,"TR; TR","1810; 1940","1925; 2055","EVANS; EVANS","115; 115",Evans,1/9/2026,5/20/2026,"Simon; Simon"
"Spring 2026",Auto/Moto/Construction,36237,MOTO," 92",001,"Tune-up and Performance",18,27,,,0,0,L/L,"S; S","0810; 1110","1100; 1400","EVANS; EVANS","114; 114",Evans,1/9/2026,5/20/2026,"Saunders; Saunders"
"Spring 2026","Biological Sciences",35299,BIO,"  9",003,"Human Biology",31,32,,,0,0,L/L,"M; W","1810; 1810","2100; 2100","STEM; STEM","202; 202",Ocean,1/9/2026,5/20/2026,"Morante; Morante"
"Spring 2026","Biological Sciences",36392,BIO,"  9",004,"Human Biology",26,32,,,0,0,L/L,"T; R","1310; 1310","1600; 1600","MIC; MIC","364; 364",Mission,1/9/2026,5/20/2026,"Al-Dubaie; Al-Dubaie"
"Spring 2026","Biological Sciences",36393,BIO,"  9",006,"Human Biology",21,28,,,0,0,L/L,"T; R","1510; 1510","1800; 1800","CHNB; CHNB","1402; 1402","Chinatown/North Beach",1/9/2026,5/20/2026,"Siekmann; Siekmann"
"Spring 2026","Biological Sciences",30103,BIO,"  9",861,"Human Biology",25,32,,,0,0,Hyb,"T; TBA","1810; TBA","2100; TBA","STEM; TBA",202,Ocean,1/9/2026,5/20/2026,"Cannon; Cannon"
"Spring 2026","Biological Sciences",33514,BIO,"  9",862,"Human Biology",27,32,,,0,0,Hyb,"R; TBA","1010; TBA","1300; TBA","STEM; TBA",202,Ocean,1/9/2026,5/20/2026,"Cannon; Cannon"
"Spring 2026","Biological Sciences",35721,BIO,"  9",863,"Human Biology",29,32,,,0,0,Hyb,"TBA; W","TBA; 0910","TBA; 1200","TBA; STEM",202,Ocean,1/9/2026,5/20/2026,"Sengupta; Sengupta"
"Spring 2026","Biological Sciences",36420,BIO,"  9",961,"Human Biology",29,32,,,0,0,Hyb,"TBA; R; R; TBA","TBA; 1640; 1640; TBA","TBA; 1800; 1800; TBA","TBA; STEM; STEM; TBA","301; 301",Ocean,1/26/2026,5/20/2026,"Nixon; Staff; Staff; Nixon"
"Spring 2026","Biological Sciences",30762,BIO," 11",961,"Science of Living Organisms",22,24,,,0,0,Hyb,"W; TBA","1310; TBA","1600; TBA","STEM; TBA",206,Ocean,1/26/2026,5/20/2026,"Woo; Woo"
"Spring 2026","Biological Sciences",34560,BIO," 11",962,"Science of Living Organisms",24,24,,,0,0,Hyb,"W; TBA","0940; TBA","1230; TBA","STEM; TBA",206,Ocean,1/26/2026,5/20/2026,"Woo; Woo"
"Spring 2026","Biological Sciences",32076,BIO," 12",961,"Plant Biology",23,24,,,0,0,Hyb,"W; TBA","1310; TBA","1600; TBA","STEM; TBA",303,Ocean,1/26/2026,5/20/2026,"Traut; Traut"
"Spring 2026","Biological Sciences",31951,BIO," 19",861,Ecology,25,36,,,0,0,Hyb,"W; TBA","0910; TBA","1200; TBA","STEM; TBA",204,Ocean,1/9/2026,5/20/2026,"Cannon; Cannon"
"Spring 2026","Biological Sciences",31949,BIO," 20",831,"Introduction to Ecology",35,36,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/9/2026,5/20/2026,Cannon
"Spring 2026","Biological Sciences",35960,BIO," 21D",001,"Ecology of Point Reyes",21,20,,,0,0,Lec,"R; US","1740; 0830","2030; 1545","STEM; HBB","303; 398",Ocean,4/9/2026,4/19/2026,"Traut; Staff"
"Spring 2026","Biological Sciences",31791,BIO," 32",001,"Marine Biology",23,32,,,0,0,Lec,"W; W","1710; 1710","2000; 2000","STEM; STEM","317; 317",Ocean,1/9/2026,5/20/2026,"Lauritzen; Traut"
"Spring 2026","Biological Sciences",35940,BIO," 32L",002,"Marine Biology Laboratory",17,24,,,0,0,Lab,"M; M","1710; 1710","2000; 2000","STEM; STEM","303; 303",Ocean,1/9/2026,5/20/2026,"Lauritzen; Traut"
"Spring 2026","Biological Sciences",36400,BIO," 51",001,"Introduction to Genetics",27,36,,,0,0,Lec,MW,1410,1525,STEM,317,Ocean,1/9/2026,5/20/2026,Morante
"Spring 2026","Biological Sciences",31695,BIO,100A,961,"General Biology",24,24,,,0,0,Hyb,"TR; TR; TBA","1310; 1410; TBA","1400; 1600; TBA","STEM; STEM; TBA","301; 301",Ocean,1/26/2026,5/20/2026,"Nixon; Nixon; Nixon"
"Spring 2026","Biological Sciences",31694,BIO,100A,962,"General Biology",23,24,,,0,0,Hyb,"TR; TR; TBA","1010; 1110; TBA","1100; 1300; TBA","STEM; STEM; TBA","301; 301",Ocean,1/26/2026,5/20/2026,"Nixon; Nixon; Nixon"
"Spring 2026","Biological Sciences",31697,BIO,100B,961,"General Biology",25,24,,,0,0,Hyb,"TR; TBA","1010; TBA","1300; TBA","STEM; TBA",303,Ocean,1/26/2026,5/20/2026,"Traut; Traut"
"Spring 2026","Biological Sciences",32733,BIO,100B,962,"General Biology",24,24,,,0,0,Hyb,"TR; TBA","1310; TBA","1600; TBA","STEM; TBA",303,Ocean,1/26/2026,5/20/2026,"Woo; Traut"
"Spring 2026","Biological Sciences",32315,BIO,106,862,"Human Anatomy and Physiology",32,32,,,0,0,Hyb,"W; TBA","1210; TBA","1500; TBA","STEM; TBA",306,Ocean,1/9/2026,5/20/2026,"Lauritzen; Lauritzen"
"Spring 2026","Biological Sciences",35723,BIO,106,863,"Human Anatomy and Physiology",25,32,,,0,0,Hyb,"TBA; T","TBA; 1310","TBA; 1600","TBA; STEM",306,Ocean,1/9/2026,5/20/2026,"Katzman; Katzman"
"Spring 2026","Biological Sciences",36465,BIO,106,864,"Human Anatomy and Physiology",32,32,,,0,0,Hyb,"TBA; M","TBA; 1310","TBA; 1600","TBA; STEM",306,Ocean,1/9/2026,5/20/2026,"Katzman; Katzman"
"Spring 2026","Biological Sciences",32320,BIO,108,011,"General Human Anatomy",19,32,,,0,0,L/L,"TR; T","0940; 1210","1055; 1500","STEM; STEM","104; 302",Ocean,1/9/2026,5/20/2026,"Tarpey; Tarpey"
"Spring 2026","Biological Sciences",32321,BIO,108,012,"General Human Anatomy",11,32,,,0,0,L/L,"TR; R","0940; 1210","1055; 1500","STEM; STEM","104; 302",Ocean,1/9/2026,5/20/2026,"Tarpey; Tarpey"
"Spring 2026","Biological Sciences",34879,BIO,108,013,"General Human Anatomy",25,32,,,0,0,L/L,"TR; T","0940; 1510","1055; 1800","STEM; STEM","104; 302",Ocean,1/9/2026,5/20/2026,"Tarpey; Tarpey"
"Spring 2026","Biological Sciences",34880,BIO,108,014,"General Human Anatomy",18,32,,,0,0,L/L,"TR; R","0940; 1510","1055; 1800","STEM; STEM","104; 302",Ocean,1/9/2026,5/20/2026,"Tarpey; Tarpey"
"Spring 2026","Biological Sciences",35297,BIO,108,861,"General Human Anatomy",30,32,,,0,0,Hyb,"M; TBA","1410; TBA","1700; TBA","STEM; TBA",302,Ocean,1/9/2026,5/20/2026,"Hanson; Hanson"
"Spring 2026","Biological Sciences",32704,BIO,108,862,"General Human Anatomy",31,32,,,0,0,Hyb,"M; TBA","1810; TBA","2100; TBA","STEM; TBA",302,Ocean,1/9/2026,5/20/2026,"Hanson; Hanson"
"Spring 2026","Biological Sciences",35298,BIO,108,863,"General Human Anatomy",33,32,,,0,0,Hyb,"W; TBA","1410; TBA","1700; TBA","STEM; TBA",302,Ocean,1/9/2026,5/20/2026,"Hanson; Hanson"
"Spring 2026","Biological Sciences",32705,BIO,108,864,"General Human Anatomy",33,32,,,0,0,Hyb,"W; TBA","1810; TBA","2100; TBA","STEM; TBA",302,Ocean,1/9/2026,5/20/2026,"Hanson; Hanson"
"Spring 2026","Biological Sciences",34885,BIO,112,003,"Intro. Human Physiology",31,32,,,0,0,L/L,"TR; T","1210; 1340","1325; 1630","STEM; STEM","102; 318",Ocean,1/9/2026,5/20/2026,"Lauritzen; Lauritzen"
"Spring 2026","Biological Sciences",34886,BIO,112,004,"Intro. Human Physiology",26,32,,,0,0,L/L,"TR; R","1210; 1340","1325; 1630","STEM; STEM","102; 318",Ocean,1/9/2026,5/20/2026,"Lauritzen; Lauritzen"
"Spring 2026","Biological Sciences",34882,BIO,112,861,"Intro. Human Physiology",32,32,,,0,0,Hyb,"W; TBA","1410; TBA","1700; TBA","STEM; TBA",318,Ocean,1/9/2026,5/20/2026,"Reyes; Reyes"
"Spring 2026","Biological Sciences",34883,BIO,112,862,"Intro. Human Physiology",26,32,,,0,0,Hyb,"T; TBA","1810; TBA","2100; TBA","STEM; TBA",318,Ocean,1/9/2026,5/20/2026,"Damas; Reyes"
"Spring 2026","Biological Sciences",35719,BIO,112,863,"Intro. Human Physiology",25,32,,,0,0,Hyb,"W; TBA","1810; TBA","2100; TBA","STEM; TBA",318,Ocean,1/9/2026,5/20/2026,"Damas; Reyes"
"Spring 2026","Biological Sciences",36388,BIO,112,864,"Intro. Human Physiology",30,32,,,0,0,Hyb,"R; TBA","1810; TBA","2100; TBA","STEM; TBA",318,Ocean,1/9/2026,5/20/2026,"Damas; Reyes"
"Spring 2026","Biological Sciences",31957,BIO,120,011,"Introduction to Microbiology",23,24,,,0,0,L/L,"TR; TR","1310; 1540","1500; 1655","STEM; STEM","316; 104",Ocean,1/9/2026,5/20/2026,"Brown; Brown"
"Spring 2026","Biological Sciences",31958,BIO,120,012,"Introduction to Microbiology",22,24,,,0,0,L/L,"TR; TR","1810; 1540","2000; 1655","STEM; STEM","316; 104",Ocean,1/9/2026,5/20/2026,"Brown; Brown"
"Spring 2026","Biological Sciences",31952,BIO,120,861,"Introduction to Microbiology",21,24,,,0,0,Hyb,"MW; TBA","1410; TBA","1600; TBA","STEM; TBA",316,Ocean,1/9/2026,5/20/2026,"Miraglia; Miraglia"
"Spring 2026","Biological Sciences",31953,BIO,120,862,"Introduction to Microbiology",24,24,,,0,0,Hyb,"MW; TBA","1810; TBA","2000; TBA","STEM; TBA",316,Ocean,1/9/2026,5/20/2026,"Miraglia; Miraglia"
"Spring 2026","Biological Sciences",36462,BIO,120,863,"Introduction to Microbiology",22,24,,,0,0,Hyb,"MW; TBA","1010; TBA","1200; TBA","STEM; TBA",316,Ocean,1/9/2026,5/20/2026,"Miraglia; Miraglia"
"Spring 2026","Biological Sciences",36421,BIO,121,931,"Principles of Food Safety",28,36,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,3/23/2026,5/20/2026,Miraglia
"Spring 2026","Biological Sciences",32339,BIO,130,931,"Nutrition and Culinary Arts",33,36,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Tran
"Spring 2026","Biological Sciences",36389,BIO,132,001,"Introduction to Nutrition",14,32,,,0,0,Lec,TR,1210,1325,CHNB,702,"Chinatown/North Beach",1/9/2026,5/20/2026,Siekmann
"Spring 2026","Biological Sciences",32340,BIO,132,931,"Introduction to Nutrition",35,36,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Tran
"Spring 2026","Biological Sciences",32338,BIO,134,001,"Nutrition for Health Sciences",64,70,,,0,0,Lec,TR,1110,1240,STEM,104,Ocean,1/26/2026,5/20/2026,Tran
"Spring 2026","Biological Sciences",36390,BIO,134,002,"Nutrition for Health Sciences",25,36,,,0,0,Lec,W,1710,2000,CHNB,702,"Chinatown/North Beach",1/9/2026,5/20/2026,Siekmann
"Spring 2026","Biological Sciences",36391,BIO,134,003,"Nutrition for Health Sciences",28,32,,,0,0,Lec,MW,1010,1125,STEM,317,Ocean,1/9/2026,5/20/2026,Siekmann
"Spring 2026","Biological Sciences",32878,BIO,134,932,"Nutrition for Health Sciences",38,36,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Tran
"Spring 2026","Biological Sciences",35720,BIO,134,935,"Nutrition for Health Sciences",36,36,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Tran
"Spring 2026",Chemistry,35172,CHEM,"  C",101,"Problem Solving in Chemistry",32,28,,,0,0,Lec,TBA,TBA,TBA,TBA,,Ocean,1/26/2026,5/20/2026,Glenn
"Spring 2026",Chemistry,36013,CHEM," 32",201,"Intro to Med Chem",18,28,,,0,0,L/L,"MW; W","1210; 1410","1325; 1700","STEM; STEM","104; 402",Ocean,1/9/2026,5/20/2026,"Wong; Wong"
"Spring 2026",Chemistry,32953,CHEM," 32",861,"Intro to Med Chem",20,28,,,0,0,Hyb,"TBA; T; R; M","TBA; 0840; 1000; TBA","TBA; 1130; 1130; TBA","TBA; STEM; VART; TBA","401; 115",Ocean,1/9/2026,5/20/2026,"Hurt; Hurt; Hurt; Staff"
"Spring 2026",Chemistry,31799,CHEM," 32",862,"Intro to Med Chem",16,28,,,0,0,Hyb,"R; T; T; TBA; M","1000; 1240; 1000; TBA; TBA","1130; 1530; 1130; TBA; TBA","VART; STEM; VART; TBA; TBA","115; 401; 115",Ocean,1/9/2026,5/20/2026,"Staff; Hurt; Hurt; Hurt; Staff"
"Spring 2026",Chemistry,31610,CHEM," 32",863,"Intro to Med Chem",16,28,,,0,0,Hyb,"TBA; R; T; M","TBA; 0840; 1000; TBA","TBA; 1130; 1130; TBA","TBA; STEM; VART; TBA","401; 115",Ocean,1/9/2026,5/20/2026,"Hurt; Hurt; Hurt; Staff"
"Spring 2026",Chemistry,35867,CHEM," 32",864,"Intro to Med Chem",24,28,,,0,0,Hyb,"TBA; R; T; M","TBA; 0940; 1000; TBA","TBA; 1230; 1130; TBA","TBA; STEM; VART; TBA","402; 115",Ocean,1/9/2026,5/20/2026,"Hurt; Fong; Hurt; Staff"
"Spring 2026",Chemistry,32552,CHEM," 40",861,"Intro to Chemical Principles",20,28,,,0,0,Hyb,"M; M; R; TBA","1010; 1310; 1410; TBA","1300; 1400; 1525; TBA","STEM; STEM; STEM; TBA","403; 403; 104",Ocean,1/9/2026,5/20/2026,"Zumwalt; Zumwalt; Zumwalt; Zumwalt"
"Spring 2026",Chemistry,31801,CHEM," 40",862,"Intro to Chemical Principles",25,28,,,0,0,Hyb,"T; T; R; TBA; M","1310; 1010; 1410; TBA; TBA","1400; 1300; 1525; TBA; TBA","STEM; STEM; STEM; TBA; TBA","403; 403; 104",Ocean,1/9/2026,5/20/2026,"Zumwalt; Zumwalt; Zumwalt; Zumwalt; Staff"
"Spring 2026",Chemistry,31943,CHEM," 40",863,"Intro to Chemical Principles",24,28,,,0,0,Hyb,"R; R; R; TBA; M","1010; 1310; 1410; TBA; TBA","1300; 1400; 1525; TBA; TBA","STEM; STEM; STEM; TBA; TBA","403; 403; 104",Ocean,1/9/2026,5/20/2026,"Zumwalt; Zumwalt; Zumwalt; Zumwalt; Staff"
"Spring 2026",Chemistry,31699,CHEM,101A,101,"General College Chemistry",21,28,,,0,0,L/L,"MW; MW","1010; 1310","1200; 1600","STEM; STEM","104; 415",Ocean,1/9/2026,5/20/2026,"Stuart; Stuart"
"Spring 2026",Chemistry,30950,CHEM,101A,102,"General College Chemistry",25,28,,,0,0,L/L,"MW; TR","1010; 1010","1200; 1300","STEM; STEM","104; 415",Ocean,1/9/2026,5/20/2026,"Stuart; Stuart"
"Spring 2026",Chemistry,31804,CHEM,101A,861,"General College Chemistry",20,28,,,0,0,Hyb,"TBA; MW","TBA; 1010","TBA; 1300","TBA; STEM",416,Ocean,1/9/2026,5/20/2026,"Glenn; Glenn"
"Spring 2026",Chemistry,31698,CHEM,101A,862,"General College Chemistry",23,28,,,0,0,Hyb,"TBA; TR; M","TBA; 1010; TBA","TBA; 1300; TBA","TBA; STEM; TBA",416,Ocean,1/9/2026,5/20/2026,"Glenn; Glenn; Staff"
"Spring 2026",Chemistry,30956,CHEM,101B,101,"General College Chemistry",24,28,,,0,0,L/L,"MW; MW","1210; 0910","1325; 1200","STEM; STEM","102; 418",Ocean,1/9/2026,5/20/2026,"Su; Su"
"Spring 2026",Chemistry,30957,CHEM,101B,102,"General College Chemistry",25,28,,,0,0,L/L,"MW; TR","1210; 0910","1325; 1200","STEM; STEM","102; 418",Ocean,1/9/2026,5/20/2026,"Su; Su"
"Spring 2026",Chemistry,31700,CHEM,212B,101,"Organic Chemistry",17,24,,,0,0,L/L,"MW; MW","1010; 1310","1200; 1600","STEM; STEM","102; 406",Ocean,1/9/2026,5/20/2026,"Solow; Solow"
"Spring 2026",Chemistry,33564,CHEM,212B,102,"Organic Chemistry",17,24,,,0,0,L/L,"MW; TR","1010; 1410","1200; 1700","STEM; STEM","102; 406",Ocean,1/9/2026,5/20/2026,"Solow; Solow"
"Spring 2026","Computer Networking & InfoTech",31423,CNIT,100,931,"Intro to Computers Using PCs",30,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Devlin-Clancy
"Spring 2026","Computer Networking & InfoTech",35286,CNIT,100,932,"Intro to Computers Using PCs",26,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Devlin-Clancy
"Spring 2026","Computer Networking & InfoTech",32967,CNIT,100,933,"Intro to Computers Using PCs",20,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Bornstein
"Spring 2026","Computer Networking & InfoTech",35095,CNIT,100,934,"Intro to Computers Using PCs",12,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Bornstein
"Spring 2026","Computer Networking & InfoTech",35824,CNIT,100,935,"Intro to Computers Using PCs",20,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Bornstein
"Spring 2026","Computer Networking & InfoTech",36239,CNIT,100,936,"Intro to Computers Using PCs",27,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Jones
"Spring 2026","Computer Networking & InfoTech",35094,CNIT,103,931,"Computer Hardware",26,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Bornstein
"Spring 2026","Computer Networking & InfoTech",35287,CNIT,103,932,"Computer Hardware",28,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Bornstein
"Spring 2026","Computer Networking & InfoTech",35288,CNIT,103,933,"Computer Hardware",28,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Jones
"Spring 2026","Computer Networking & InfoTech",36240,CNIT,103L,001,"Computer Hardware Lab",23,35,,,0,0,Lab,R,1810,2100,MIC,228,Mission,1/9/2026,5/20/2026,Garcia
"Spring 2026","Computer Networking & InfoTech",31426,CNIT,104,931,"Operating Systems Technologies",22,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Taha
"Spring 2026","Computer Networking & InfoTech",36241,CNIT,104,932,"Operating Systems Technologies",27,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Jones
"Spring 2026","Computer Networking & InfoTech",35929,CNIT,105,931,"IT Customer Support",33,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Jones
"Spring 2026","Computer Networking & InfoTech",31427,CNIT,106,931,"Introduction to Networks",31,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Taha
"Spring 2026","Computer Networking & InfoTech",32589,CNIT,106,932,"Introduction to Networks",30,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Wu
"Spring 2026","Computer Networking & InfoTech",36023,CNIT,106,933,"Introduction to Networks",33,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Wu
"Spring 2026","Computer Networking & InfoTech",34965,CNIT,107,931,"Wireless LANs",29,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Taha
"Spring 2026","Computer Networking & InfoTech",32240,CNIT,120,931,"Network Security",27,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Taha
"Spring 2026","Computer Networking & InfoTech",31937,CNIT,120,932,"Network Security",27,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Taha
"Spring 2026","Computer Networking & InfoTech",34257,CNIT,121,831,"Computer Forensics",19,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/9/2026,5/20/2026,Jones
"Spring 2026","Computer Networking & InfoTech",35825,CNIT,121,931,"Computer Forensics",38,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Wu
"Spring 2026","Computer Networking & InfoTech",36487,CNIT,121,932,"Computer Forensics",8,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,3/23/2026,5/20/2026,Jones
"Spring 2026","Computer Networking & InfoTech",32245,CNIT,122,931,Firewalls,35,35,,,0,0,Onl,TBA,TBA,TBA,TBA,,Online,1/26/2026,5/20/2026,Taha
